situation,emotion,source,pleasantness,unpleasantness,attention,effort,self_responsibility,other_responsibility,control,certainty,goal_relevance,urgency,self_control,other_control,responsibility,circumstance
I didnt achieve the desired exam result,shame,envent,1.0,5.0,4.0,5.0,1.0,4.0,,,2.0,2.0,4.0,1.0,,
I didnt feel like my hard work was being recognized which led me to become disinterested.,boredom,envent,2.0,3.0,4.0,4.0,3.0,3.0,,,4.0,2.0,4.0,2.0,,
I didnt get a job,sadness,envent,1.0,5.0,2.0,4.0,3.0,5.0,,,5.0,3.0,2.0,5.0,,
I didnt have to lead an important meeting at work,relief,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,5.0,3.0,1.0,5.0,,
I didnt put money to a leaving envelope,guilt,envent,1.0,4.0,1.0,1.0,5.0,1.0,,,1.0,1.0,4.0,1.0,,
I didnt visit family,guilt,envent,2.0,3.0,2.0,3.0,3.0,3.0,,,3.0,3.0,2.0,4.0,,
i discovered a family member taking advantage of my mum,disgust,envent,1.0,5.0,5.0,4.0,1.0,5.0,,,3.0,4.0,1.0,5.0,,
i discovered a lost person item that i hid for myself years ago.,surprise,envent,5.0,1.0,2.0,3.0,5.0,1.0,,,2.0,4.0,5.0,1.0,,
I discovered I passed my university exams,relief,envent,5.0,1.0,4.0,3.0,5.0,3.0,,,5.0,2.0,4.0,3.0,,
I discovered my fiance was cheating on me and we broke up,sadness,envent,1.0,5.0,5.0,5.0,2.0,5.0,,,4.0,5.0,2.0,4.0,,
I discovered my partner of 11 years had been cheating on me via a chance social media scrolling session.,sadness,envent,1.0,5.0,5.0,5.0,1.0,4.0,,,4.0,4.0,4.0,2.0,,
I discovered on Instagram that I was being cheated on,sadness,envent,1.0,5.0,5.0,5.0,4.0,5.0,,,3.0,2.0,1.0,5.0,,
I discovered that I didn't have kidney cancer.,relief,envent,4.0,2.0,5.0,5.0,1.0,1.0,,,5.0,2.0,1.0,1.0,,
"I discovered that the video game I have been playing for over two weeks, has a destructive bugged architecture that will require a significant amount of patching to repair, possibly taking weeks if not months.",anger,envent,1.0,5.0,4.0,3.0,1.0,5.0,,,2.0,1.0,1.0,5.0,,
I do not feel understood or are under too much pressure,anger,envent,1.0,5.0,4.0,3.0,2.0,5.0,,,3.0,5.0,3.0,4.0,,
i do not have money,anger,envent,1.0,2.0,2.0,3.0,2.0,1.0,,,3.0,2.0,4.0,2.0,,
I do not perform up to my personal standards,sadness,envent,1.0,4.0,3.0,1.0,5.0,1.0,,,3.0,1.0,5.0,1.0,,
I do the same thing over and over again,boredom,envent,2.0,4.0,3.0,1.0,3.0,3.0,,,2.0,3.0,4.0,4.0,,
I don't carry out with the plans I made from the beginning.,guilt,envent,2.0,4.0,2.0,4.0,5.0,3.0,,,4.0,2.0,4.0,3.0,,
I don't do as much as expected,guilt,envent,1.0,4.0,4.0,4.0,5.0,1.0,,,5.0,2.0,4.0,1.0,,
I don't have enough to keep my mind busy,boredom,envent,2.0,4.0,2.0,2.0,5.0,2.0,,,2.0,2.0,4.0,2.0,,
"I don't really like my job anymore and I feel disappointed and ... about it. I worked hard for it, and my job is very desirable by many, but I don't really care for it. I realized recently that my job has not turned out to be what it should be.",sadness,envent,1.0,5.0,4.0,5.0,3.0,3.0,,,5.0,1.0,1.0,3.0,,
I don't want to help others so I complain about it.,shame,envent,1.0,4.0,1.0,2.0,5.0,4.0,,,4.0,4.0,4.0,3.0,,
i dont do enough studying or assignment in the time frame I set for myself,guilt,envent,1.0,5.0,1.0,5.0,5.0,1.0,,,5.0,1.0,2.0,1.0,,
I drank a beer that someone had put a cigarette out in.,disgust,envent,1.0,5.0,3.0,2.0,1.0,4.0,,,1.0,1.0,1.0,4.0,,
I drive my car and face about an accident.,fear,envent,2.0,2.0,4.0,3.0,4.0,3.0,,,3.0,3.0,4.0,2.0,,
I dropped a carton of eggs on the floor.,no-emotion,envent,1.0,4.0,3.0,3.0,5.0,1.0,,,1.0,5.0,2.0,1.0,,
I dropped a large amount of money on a new phone,no-emotion,envent,3.0,1.0,5.0,1.0,5.0,1.0,,,3.0,2.0,4.0,3.0,,
"I dropped a light bulb at the department store and it broke, then I put it back on the shelf and got a new one.",guilt,envent,1.0,4.0,4.0,2.0,2.0,1.0,,,4.0,4.0,2.0,4.0,,
I dropped my child off to daycare for the very first time,no-emotion,envent,3.0,3.0,4.0,5.0,1.0,1.0,,,5.0,2.0,3.0,5.0,,
I dropped my food when i was really hungry,sadness,envent,1.0,5.0,2.0,3.0,3.0,1.0,,,2.0,5.0,1.0,1.0,,
I dropped my toxic friends,relief,envent,2.0,4.0,5.0,5.0,4.0,4.0,,,5.0,5.0,5.0,1.0,,
I dropped my wallet in the club and someone gave it back to me,trust,envent,4.0,2.0,2.0,3.0,2.0,5.0,,,3.0,3.0,4.0,4.0,,
I dropped my water bottle on my toe,surprise,envent,1.0,5.0,5.0,2.0,4.0,1.0,,,2.0,5.0,1.0,1.0,,
I dropped out of college,shame,envent,1.0,5.0,3.0,5.0,5.0,1.0,,,5.0,5.0,3.0,1.0,,
I dropped out of university and had to move home with my parents,shame,envent,2.0,4.0,1.0,2.0,5.0,3.0,,,4.0,1.0,2.0,4.0,,
I drove my kids to school this morning,no-emotion,envent,3.0,1.0,5.0,1.0,4.0,4.0,,,1.0,4.0,5.0,1.0,,
I earn more money than my husband but I dont see the benefit of it as I have to pay off his debt,anger,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,5.0,5.0,4.0,5.0,,
i eat chocolate after declaring I want to be healther,shame,envent,1.0,5.0,3.0,2.0,5.0,4.0,,,5.0,3.0,5.0,3.0,,
I eat too much food,disgust,envent,2.0,5.0,1.0,3.0,5.0,1.0,,,5.0,1.0,5.0,1.0,,
I emptied the compost bin and it smelt really bad,disgust,envent,1.0,5.0,4.0,1.0,4.0,1.0,,,1.0,2.0,4.0,1.0,,
I encountered a dead animal in a state of decay.,disgust,envent,1.0,5.0,3.0,5.0,1.0,5.0,,,3.0,1.0,1.0,5.0,,
I ended a long term relationship,sadness,envent,1.0,4.0,5.0,4.0,4.0,4.0,,,5.0,3.0,3.0,3.0,,
I ended things with my partner,anger,envent,4.0,4.0,5.0,5.0,2.0,5.0,,,5.0,5.0,3.0,3.0,,
I enjoy being creative but I feel like I have no creativity recently.,boredom,envent,1.0,4.0,4.0,4.0,4.0,1.0,,,3.0,1.0,5.0,1.0,,
I entered a horse riding competition and then fell off onto a jump,shame,envent,1.0,5.0,4.0,2.0,5.0,4.0,,,3.0,5.0,4.0,4.0,,
I excelled in my career,pride,envent,4.0,1.0,2.0,2.0,5.0,4.0,,,4.0,2.0,2.0,3.0,,
"i exclusively breastfed my son for 8 weeks, even though he had a severe tongue tie.",pride,envent,1.0,5.0,5.0,5.0,3.0,1.0,,,4.0,4.0,5.0,4.0,,
I experience executive disfunction,boredom,envent,2.0,4.0,3.0,4.0,3.0,3.0,,,3.0,4.0,3.0,3.0,,
I experienced an earthquake in Greece,fear,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,5.0,2.0,3.0,,
i experienced my first earthquake 2 weeks ago,fear,envent,1.0,5.0,1.0,1.0,1.0,1.0,,,3.0,3.0,1.0,1.0,,
I experienced my first panic attack and did not know what it was.,fear,envent,1.0,5.0,5.0,5.0,2.0,1.0,,,1.0,5.0,1.0,4.0,,
I experienced severe turbulence on a flight into Chicago,fear,envent,2.0,4.0,3.0,3.0,1.0,1.0,,,3.0,3.0,1.0,3.0,,
I experienced sudden pain while on an aeroplane.,fear,envent,1.0,5.0,5.0,5.0,1.0,1.0,,,5.0,4.0,1.0,1.0,,
I experienced … when as a child I came home from school and my mother was not there. In those days I lived alone with her. It was several hours before she finally returned.,fear,appraisal_enisear,0.0,,0.0,3.0,,,0.0,0.0,,,,,0.0,2.0
I experienced...when as a child I came home from school and my mother was not there. In those days I lived alone with her. It was several hours before she finally returned.,fear,xenvent,1.75,,1.75,3.25,1.5,4.75,,3.0,3.25,1.75,1.0,2.5,,
I explained my feelings and lack of ... to a partner and they made me feel normal,trust,envent,5.0,1.0,2.0,2.0,5.0,5.0,,,5.0,2.0,4.0,4.0,,
"i faced my ... and went to canadas wonderland, went on the biggest rollerccoasters in canada because im tired of letting my anxiety control my life! i was so ... but i did it!",fear,envent,4.0,2.0,3.0,4.0,5.0,1.0,,,3.0,2.0,4.0,1.0,,
I fail at something and ... the consequences,fear,envent,1.0,4.0,4.0,4.0,2.0,1.0,,,4.0,1.0,1.0,1.0,,
"I failed a 10 credit university exam which meant I had to take a supplementary year. Upon starting this supplementary year the unit that I had failed was changed into a 20 credit unit which has more content, and I was not registered for teaching so I would have to teach it to myself. The exam was also capped at 40% so even if I got a higher percentage in the exam I would only receive 40%, and it was weighted as a 20 credit unit even though I only failed a 10 credit unit, so my average grade for the year would go down.",anger,envent,1.0,5.0,4.0,4.0,4.0,4.0,,,4.0,4.0,3.0,4.0,,
I failed a maths test and the teacher called me out in front of the class,shame,envent,1.0,5.0,3.0,2.0,4.0,4.0,,,2.0,2.0,1.0,5.0,,
i failed a subject.,shame,envent,1.0,5.0,4.0,4.0,4.0,3.0,,,5.0,2.0,4.0,4.0,,
I failed an exam,shame,envent,2.0,4.0,5.0,3.0,5.0,1.0,,,1.0,5.0,1.0,5.0,,
I failed an exam in university.,shame,envent,1.0,5.0,4.0,4.0,4.0,1.0,,,4.0,1.0,1.0,4.0,,
I failed at work,sadness,envent,1.0,5.0,5.0,5.0,4.0,5.0,,,4.0,5.0,3.0,4.0,,
I failed my driving test that I really wanted to pass,sadness,envent,1.0,5.0,5.0,4.0,4.0,4.0,,,3.0,4.0,4.0,4.0,,
i failed my test,fear,envent,1.0,5.0,4.0,2.0,4.0,2.0,,,2.0,2.0,2.0,2.0,,
"I failed to record my daughters 1st ballet dance recital, never pressed record.",guilt,envent,1.0,4.0,3.0,3.0,5.0,1.0,,,4.0,4.0,2.0,1.0,,
i farted on camera when recording myself in my newfound forest of peace in a private spot,joy,envent,5.0,1.0,2.0,1.0,5.0,1.0,,,3.0,1.0,3.0,1.0,,
I feel ... because I am depressed.,sadness,appraisal_enisear,0.0,,0.0,2.0,,,0.0,1.0,,,,,0.0,3.0
I feel ... because I am still in bed at 12:30 pm. Wish I had got up earlier.,shame,appraisal_enisear; xenvent,0.0,,0.0,0.0,5.0,1.0,3.0,3.0,2.25,1.25,4.75,1.0,3.0,0.0
I feel ... because I behave in a way that I am not proud of. I feel ... when I walk past homeless people in the street without offering any help or money. The ... is because I feel that I am responsible for doing something but I do not know how to help. I have been told I should not give them money but it is so hard when it is cold.,shame,appraisal_enisear,0.0,,1.0,1.0,,,3.0,3.0,,,,,3.0,0.0
I feel ... because I cheated on a previous girlfriend.,guilt,appraisal_enisear; xenvent,0.0,,0.0,1.0,5.0,1.3333333333333333,3.0,2.0,2.6666666666666665,2.0,4.333333333333333,1.6666666666666667,3.0,0.0
I feel ... because I didn't feel sorry for somebody going through a hard time.,shame,appraisal_enisear,0.0,,0.0,0.0,,,2.0,3.0,,,,,2.0,0.0
I feel ... because I didn't spend as much time as I should with my ill brother before he died.,guilt,appraisal_enisear; xenvent,0.0,,2.0,3.0,4.75,1.25,2.0,2.0,3.0,1.0,3.5,1.25,3.0,1.0
I feel ... because I didn't thank my parent enough.,guilt,appraisal_enisear,0.0,,2.0,1.0,,,3.0,2.0,,,,,3.0,0.0
I feel ... because I didn't visit a friend who was unwell.,guilt,appraisal_enisear; xenvent,0.0,,2.0,1.0,5.0,1.0,3.0,2.0,3.0,1.75,4.25,1.5,3.0,0.0
I feel ... because I look back on my younger school days and I wasn't very nice to some people. Even now it still bothers me that I could have been like that when I wouldn't dream of being horrible to someone as an adult.,guilt,appraisal_enisear; xenvent,0.0,,1.0,2.0,5.0,1.0,2.0,2.0,2.0,1.6666666666666667,4.666666666666667,1.6666666666666667,3.0,0.0
I feel ... because I owe more money than I should and don't tell.,shame,appraisal_enisear; xenvent,0.0,,0.0,2.0,5.0,1.0,2.0,2.0,2.0,1.5,4.75,1.0,3.0,0.0
I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.,sadness,appraisal_enisear; xenvent,0.0,,2.0,1.0,2.75,2.0,0.0,2.0,1.5,1.25,1.25,1.75,0.0,2.0
"I feel ... because my colleague racially abused my other black colleague, I had to speak up for my colleague.",disgust,envent,1.0,5.0,4.0,4.0,2.0,5.0,,,3.0,4.0,4.0,3.0,,
I feel ... because my eldest son doesn't value his family and seems happy to separate himself from us unless he's going to benefit financially from seeing us.,sadness,appraisal_enisear,0.0,,1.0,2.0,,,0.0,1.0,,,,,0.0,0.0
I feel ... because my ex-husband lies to my children and always puts himself first.,anger,appraisal_enisear; xenvent,0.0,,3.0,3.0,1.0,5.0,0.0,2.0,2.0,1.75,1.5,4.25,0.0,0.0
I feel ... because my life sucks.,sadness,appraisal_enisear; xenvent,0.0,,0.0,2.0,2.25,1.0,0.0,2.0,2.25,1.75,1.75,1.0,0.0,3.0
I feel ... because somebody I thought I was close with behaved in a criminal manner that was unexpected of him. It was night time and I was awoken to help him out. I did not expect this.,disgust,envent,1.0,4.0,5.0,3.0,1.0,5.0,,,2.0,5.0,3.0,3.0,,
"I feel ... because unfortunately I have PCOS, and this syndrome makes me feel ... in myself almost every single day. The ... comes mostly from the possibility that my weight issues and unhealthy eating may be the cause of the condition.",shame,appraisal_enisear,0.0,,2.0,3.0,,,0.0,1.0,,,,,0.0,2.0
I feel ... before I do knew things because the unknown ... me,fear,envent,3.0,3.0,4.0,4.0,1.0,4.0,,,2.0,5.0,3.0,4.0,,
I feel ... for eating chocolate when I know I should choose healthy things.,guilt,appraisal_enisear; xenvent,0.0,,0.0,0.0,5.0,1.0,3.0,3.0,2.75,1.25,4.5,1.0,3.0,0.0
I feel ... hearing my son’s laugh.,joy,appraisal_enisear,3.0,,3.0,0.0,,,0.0,3.0,,,,,0.0,0.0
I feel ... I push everyone out of my life do to self-hate.,guilt,envent,1.0,5.0,3.0,4.0,5.0,1.0,,,5.0,5.0,5.0,1.0,,
"I feel ... that I am sitting at home eating too much when there are people starving in the world, and regular adverts on certain cable tv channels reminds me of this.",guilt,appraisal_enisear; xenvent,0.0,,2.0,1.0,4.5,2.0,3.0,3.0,2.25,2.0,1.75,2.0,2.0,0.0
I feel ... to watch someone eat insects on television.,disgust,appraisal_enisear,0.0,,1.0,0.0,,,0.0,3.0,,,,,1.0,0.0
I feel ... when I am left to stay alone.,boredom,envent,1.0,5.0,4.0,3.0,2.0,5.0,,,3.0,4.0,4.0,3.0,,
I feel ... when i am loaded with tasks at work which does not allow me spend enough time with my family,sadness,envent,1.0,5.0,4.0,3.0,2.0,4.0,,,3.0,2.0,2.0,4.0,,
I feel ... when I complete a task well at work,pride,envent,4.0,1.0,5.0,2.0,4.0,2.0,,,1.0,5.0,4.0,4.0,,
I feel ... when I don’t take my dog for a walk because its hammering down with rain.,guilt,appraisal_enisear,0.0,,1.0,0.0,,,2.0,3.0,,,,,2.0,1.0
I feel ... when I get in trouble for something when its not a bad thing,shame,envent,1.0,4.0,2.0,2.0,2.0,4.0,,,3.0,4.0,3.0,4.0,,
I feel ... when I got offered a job for next year after completing my degree,surprise,envent,5.0,1.0,5.0,3.0,5.0,5.0,,,5.0,3.0,1.0,5.0,,
"I feel ... when I hear sad things, such as news of a death, or somebody having a terminal illness. I feel ... when I watch sad films and sometimes I feel ... when the weather is grey and depressing.",sadness,appraisal_enisear; xenvent,0.0,,1.0,1.0,1.75,1.25,0.0,1.0,1.75,1.0,1.0,1.0,1.0,3.0
I feel ... when I missed an opportunity to be present and available to a good friend,guilt,envent,1.0,4.0,5.0,1.0,3.0,2.0,,,2.0,3.0,1.0,4.0,,
I feel ... when I observed someone neglecting to feed their dog.,disgust,envent,1.0,5.0,5.0,4.0,1.0,5.0,,,3.0,4.0,3.0,4.0,,
I feel ... when I read about a recent case of animal cruelty in the newspaper.,disgust,appraisal_enisear; xenvent,0.0,,1.0,0.0,3.0,3.0,0.0,3.0,1.25,1.75,3.25,2.75,0.0,0.0
I feel ... when I read about orangutans and palm oil.,sadness,appraisal_enisear; xenvent,0.0,,2.0,0.0,3.0,1.75,0.0,2.0,1.75,1.0,3.5,1.25,1.0,0.0
"I feel ... when I read about the people drowning in the sea, while attempting to reach the coasts of Italy.",sadness,appraisal_enisear; xenvent,0.0,,1.0,0.0,1.0,3.75,0.0,2.0,1.75,1.5,1.0,3.75,0.0,1.0
I feel ... when I read some of the racist posts that are allowed to pass on MSN Facebook page.,disgust,appraisal_enisear; xenvent,0.0,,2.0,0.0,2.0,4.0,0.0,3.0,1.25,1.25,3.0,3.0,0.0,0.0
I feel ... when I received a job offer to a job in my career field. I did not feel ... because I did not know if I actually wanted this job or if I wanted to just get started within my field. I applied to many different places but did not receive a call or message back. When I finally found this job I applied to it on a whim because I did not think anything would actually happen. When I received a call for an interview and then was offered the job on the spot I was unsure how to feel because I was not really sure if I wanted this job.,no-emotion,envent,2.0,2.0,5.0,3.0,5.0,1.0,,,3.0,4.0,4.0,4.0,,
I feel ... when I see how some people live on television.,disgust,appraisal_enisear; xenvent,0.0,,1.0,0.0,1.5,4.5,0.0,3.0,1.75,1.25,1.5,3.75,1.0,0.0
I feel ... when I see news headlines on television of how people have not cared for their children or have abused them.,disgust,appraisal_enisear; xenvent,0.0,,2.0,1.0,5.0,1.0,0.0,2.0,2.0,1.6666666666666667,5.0,1.6666666666666667,1.0,0.0
"I feel ... when I see the Christmas decorations come down, and know they won't be up again for another year.",sadness,appraisal_enisear; xenvent,0.0,,2.0,0.0,2.0,1.75,0.0,3.0,1.0,1.0,2.25,1.25,0.0,2.0
"I feel ... when I spend time with my partner, he makes me laugh and makes me forget about my problems when we're together. Spending time with family too fills me with ..., especially my mum.",joy,appraisal_enisear; xenvent,3.0,,3.0,0.0,4.25,4.25,3.0,3.0,3.0,1.5,3.75,3.75,2.0,0.0
I feel ... when I think about the effects of BREXIT on destroying peace in Europe.,sadness,appraisal_enisear; xenvent,0.0,,1.0,1.0,2.0,3.5,0.0,1.0,2.0,1.25,2.0,3.25,0.0,0.0
I feel ... when I walk by homeless people on the street.,guilt,appraisal_enisear; xenvent,0.0,,0.0,1.0,2.75,1.5,2.0,3.0,1.0,1.5,3.25,1.25,0.0,1.0
I feel ... when I watch my football team lose.,sadness,appraisal_enisear; xenvent,0.0,,1.0,0.0,1.25,5.0,0.0,3.0,2.25,1.5,1.25,4.75,0.0,1.0
I feel ... when my children tell me they love me.,joy,appraisal_enisear; xenvent,3.0,,3.0,0.0,1.0,5.0,0.0,3.0,3.0,1.75,1.5,4.25,0.0,0.0
I feel ... when my mother and father don't understand my depression and anxiety.,anger,envent,1.0,5.0,5.0,5.0,3.0,5.0,,,1.0,2.0,1.0,5.0,,
I feel ... when Oldham Athletic manage to stay in the premiership.,joy,appraisal_enisear; xenvent,3.0,,1.0,0.0,1.0,5.0,0.0,2.0,1.25,1.25,1.0,4.25,0.0,1.0
I feel ... when people judge people without getting to know them. I see this often in my job as I work with homeless people and they are often preconceived as waste of spaces from many people. A key event was when I was taking one of these people to an appointment and the person that was leading the appointment looked down their nose at the client.,anger,envent,1.0,5.0,5.0,5.0,1.0,5.0,,,2.0,5.0,5.0,1.0,,
I feel ... when there are messes around the house.,anger,envent,1.0,4.0,2.0,3.0,1.0,5.0,,,1.0,3.0,2.0,4.0,,
I feel ... when there are tasks to complete on this platform and that ... is doubled when I get my earning paid into my paypal account.,joy,appraisal_enisear,2.0,,3.0,2.0,,,1.0,2.0,,,,,1.0,1.0
I feel ... whenever I am in class listening to a lecture.,boredom,envent,2.0,4.0,5.0,3.0,3.0,4.0,,,1.0,1.0,2.0,4.0,,
I feel ... whenever I eat seafood.,disgust,envent,1.0,5.0,1.0,3.0,5.0,2.0,,,1.0,1.0,3.0,1.0,,
"I feel ... whenever my parents and I get into a fight and they threaten to kick me out of the house and take away my car that I payed for myself. they gave my brother a free car, they give him anything he asks for, they still buy him clothes and don't make him get a job but I'm somehow always the bad guy in my family.",sadness,envent,1.0,5.0,5.0,5.0,2.0,5.0,,,5.0,3.0,2.0,5.0,,
I feel ... whenever people tell me their secrets and tell me that I'm one of the only people to know. I love knowing things other people don't and I'm a great secret keeper.,trust,envent,5.0,1.0,5.0,1.0,5.0,5.0,,,3.0,5.0,4.0,5.0,,
I feel a lot of … to stay alone at home.,fear,appraisal_enisear,1.0,,2.0,3.0,,,0.0,0.0,,,,,0.0,2.0
I feel like a bad mother,guilt,envent,1.0,5.0,3.0,5.0,5.0,5.0,,,4.0,4.0,3.0,3.0,,
i feel like i have to reach out to certain individuals first often.,pride,envent,1.0,4.0,3.0,4.0,2.0,3.0,,,3.0,2.0,3.0,3.0,,
I feel somewhat due to being mistreated in the workplace,anger,envent,2.0,4.0,3.0,1.0,1.0,4.0,,,1.0,1.0,3.0,4.0,,
I feel … because car drivers frequently fail to see the stop light at a pedestrian crossing near to my home and carry on driving even though people are starting to walk across the road.,fear,appraisal_enisear,0.0,,3.0,0.0,,,0.0,2.0,,,,,0.0,0.0
